Documents ID;Automaton Time (µs);Automaton Memory;Result
basicTypes.json-invalid-122.json;79;0;true
basicTypes.json-invalid-1220.json;79;0;true
basicTypes.json-invalid-1221.json;164;0;true
basicTypes.json-invalid-1222.json;86;0;true
basicTypes.json-invalid-1223.json;81;0;true
basicTypes.json-invalid-1224.json;93;0;true
basicTypes.json-invalid-1225.json;156;0;true
basicTypes.json-invalid-1226.json;90;0;true
basicTypes.json-invalid-1227.json;155;0;true
basicTypes.json-invalid-1228.json;157;0;true
basicTypes.json-invalid-1229.json;69;0;true
basicTypes.json-invalid-123.json;197;0;true
basicTypes.json-invalid-1230.json;87;0;true
basicTypes.json-invalid-1231.json;149;0;true
basicTypes.json-invalid-1232.json;119;0;true
basicTypes.json-invalid-1233.json;69;0;true
basicTypes.json-invalid-1234.json;122;0;true
basicTypes.json-invalid-1235.json;225;0;true
basicTypes.json-invalid-1236.json;124;0;true
basicTypes.json-invalid-1237.json;140;492;true
basicTypes.json-invalid-1238.json;91;0;true
basicTypes.json-invalid-1239.json;72;0;true
basicTypes.json-invalid-124.json;65;0;true
basicTypes.json-invalid-1240.json;70;0;true
basicTypes.json-invalid-1241.json;62;0;true
basicTypes.json-invalid-1242.json;126;0;true
basicTypes.json-invalid-1243.json;174;0;true
basicTypes.json-invalid-1244.json;98;0;true
basicTypes.json-invalid-1245.json;68;0;true
basicTypes.json-invalid-1246.json;79;0;true
basicTypes.json-invalid-1247.json;114;0;true
basicTypes.json-invalid-1248.json;90;0;true
basicTypes.json-invalid-1249.json;86;39;true
basicTypes.json-invalid-125.json;137;0;true
basicTypes.json-invalid-1250.json;80;0;true
basicTypes.json-invalid-1251.json;106;0;true
basicTypes.json-invalid-1252.json;144;0;true
basicTypes.json-invalid-1253.json;93;0;true
basicTypes.json-invalid-1254.json;70;0;true
basicTypes.json-invalid-1255.json;156;0;true
basicTypes.json-invalid-1256.json;144;0;true
basicTypes.json-invalid-1257.json;93;0;true
basicTypes.json-invalid-1258.json;87;0;true
basicTypes.json-invalid-1259.json;72;0;true
basicTypes.json-invalid-126.json;77;0;true
basicTypes.json-invalid-1260.json;129;0;true
basicTypes.json-invalid-1261.json;88;0;true
basicTypes.json-invalid-1262.json;85;492;true
basicTypes.json-invalid-1263.json;82;0;true
basicTypes.json-invalid-1264.json;76;0;true
basicTypes.json-invalid-1265.json;65;0;true
basicTypes.json-invalid-1266.json;94;0;true
basicTypes.json-invalid-1267.json;193;0;true
basicTypes.json-invalid-1268.json;90;0;true
basicTypes.json-invalid-1269.json;80;0;true
basicTypes.json-invalid-127.json;82;0;true
basicTypes.json-invalid-1270.json;111;0;true
basicTypes.json-invalid-1271.json;81;0;true
basicTypes.json-invalid-1272.json;139;0;true
basicTypes.json-invalid-1273.json;85;0;true
basicTypes.json-invalid-1274.json;118;39;true
basicTypes.json-invalid-1275.json;185;493;true
basicTypes.json-invalid-1276.json;110;0;true
basicTypes.json-invalid-1277.json;78;0;true
basicTypes.json-invalid-1278.json;141;0;true
basicTypes.json-invalid-1279.json;148;0;true
basicTypes.json-invalid-128.json;115;0;true
basicTypes.json-invalid-1280.json;90;0;true
basicTypes.json-invalid-1281.json;76;0;true
basicTypes.json-invalid-1282.json;98;0;true
basicTypes.json-invalid-1283.json;133;0;true
basicTypes.json-invalid-1284.json;93;0;true
basicTypes.json-invalid-1285.json;79;0;true
basicTypes.json-invalid-1286.json;69;0;true
basicTypes.json-invalid-1287.json;82;492;true
basicTypes.json-invalid-1288.json;113;0;true
basicTypes.json-invalid-1289.json;922;0;true
basicTypes.json-invalid-129.json;113;0;true
basicTypes.json-invalid-1290.json;108;0;true
basicTypes.json-invalid-1291.json;108;0;true
basicTypes.json-invalid-1292.json;92;0;true
basicTypes.json-invalid-1293.json;132;0;true
basicTypes.json-invalid-1294.json;140;0;true
basicTypes.json-invalid-1295.json;106;0;true
basicTypes.json-invalid-1296.json;75;0;true
basicTypes.json-invalid-1297.json;69;0;true
basicTypes.json-invalid-1298.json;77;0;true
basicTypes.json-invalid-1299.json;123;39;true
basicTypes.json-invalid-13.json;261;493;true
basicTypes.json-invalid-130.json;151;0;true
basicTypes.json-invalid-1300.json;96;0;true
basicTypes.json-invalid-1301.json;112;0;true
basicTypes.json-invalid-1302.json;125;0;true
basicTypes.json-invalid-1303.json;161;0;true
basicTypes.json-invalid-1304.json;93;0;true
basicTypes.json-invalid-1305.json;136;0;true
basicTypes.json-invalid-1306.json;130;0;true
basicTypes.json-invalid-1307.json;147;0;true
basicTypes.json-invalid-1308.json;126;0;true
basicTypes.json-invalid-1309.json;157;0;true
basicTypes.json-invalid-131.json;83;0;true
basicTypes.json-invalid-1310.json;82;492;true
basicTypes.json-invalid-1311.json;65;0;true
basicTypes.json-invalid-1312.json;189;0;true
basicTypes.json-invalid-1313.json;113;0;true
basicTypes.json-invalid-1314.json;93;0;true
basicTypes.json-invalid-1315.json;117;0;true
basicTypes.json-invalid-1316.json;127;0;true
basicTypes.json-invalid-1317.json;80;0;true
basicTypes.json-invalid-1318.json;128;0;true
basicTypes.json-invalid-1319.json;126;0;true
basicTypes.json-invalid-132.json;145;0;true
basicTypes.json-invalid-1320.json;143;0;true
basicTypes.json-invalid-1321.json;204;0;true
basicTypes.json-invalid-1322.json;208;0;true
basicTypes.json-invalid-1323.json;129;39;true
basicTypes.json-invalid-1324.json;119;493;true
basicTypes.json-invalid-1325.json;92;0;true
basicTypes.json-invalid-1326.json;157;0;true
basicTypes.json-invalid-1327.json;116;0;true
basicTypes.json-invalid-1328.json;92;0;true
basicTypes.json-invalid-1329.json;94;0;true
basicTypes.json-invalid-133.json;85;0;true
basicTypes.json-invalid-1330.json;85;0;true
basicTypes.json-invalid-1331.json;108;0;true
basicTypes.json-invalid-1332.json;87;0;true
basicTypes.json-invalid-1333.json;86;0;true
basicTypes.json-invalid-1334.json;91;0;true
basicTypes.json-invalid-1335.json;92;0;true
basicTypes.json-invalid-1336.json;182;0;true
basicTypes.json-invalid-1337.json;150;492;true
basicTypes.json-invalid-1338.json;117;0;true
basicTypes.json-invalid-1339.json;143;0;true
basicTypes.json-invalid-134.json;123;0;true
basicTypes.json-invalid-1340.json;217;0;true
basicTypes.json-invalid-1341.json;90;0;true
basicTypes.json-invalid-1342.json;139;0;true
basicTypes.json-invalid-1343.json;203;0;true
basicTypes.json-invalid-1344.json;227;0;true
basicTypes.json-invalid-1345.json;162;0;true
basicTypes.json-invalid-1346.json;97;0;true
basicTypes.json-invalid-1347.json;85;0;true
basicTypes.json-invalid-1348.json;77;0;true
basicTypes.json-invalid-1349.json;86;39;true
basicTypes.json-invalid-135.json;3777;-20730;true
basicTypes.json-invalid-1350.json;115;0;true
basicTypes.json-invalid-1351.json;65;0;true
basicTypes.json-invalid-1352.json;98;0;true
basicTypes.json-invalid-1353.json;146;0;true
basicTypes.json-invalid-1354.json;71;0;true
basicTypes.json-invalid-1355.json;119;0;true
basicTypes.json-invalid-1356.json;81;0;true
basicTypes.json-invalid-1357.json;231;0;true
basicTypes.json-invalid-1358.json;140;0;true
basicTypes.json-invalid-1359.json;116;0;true
basicTypes.json-invalid-136.json;126;0;true
basicTypes.json-invalid-1360.json;79;0;true
basicTypes.json-invalid-1361.json;98;0;true
basicTypes.json-invalid-1362.json;148;510;true
basicTypes.json-invalid-1363.json;111;0;true
basicTypes.json-invalid-1364.json;140;0;true
basicTypes.json-invalid-1365.json;130;0;true
basicTypes.json-invalid-1366.json;86;0;true
basicTypes.json-invalid-1367.json;117;0;true
basicTypes.json-invalid-1368.json;90;0;true
basicTypes.json-invalid-1369.json;108;0;true
basicTypes.json-invalid-137.json;134;0;true
basicTypes.json-invalid-1370.json;136;0;true
basicTypes.json-invalid-1371.json;113;0;true
basicTypes.json-invalid-1372.json;152;0;true
basicTypes.json-invalid-1373.json;103;0;true
basicTypes.json-invalid-1374.json;107;514;true
basicTypes.json-invalid-1375.json;70;0;true
basicTypes.json-invalid-1376.json;127;0;true
basicTypes.json-invalid-1377.json;132;0;true
basicTypes.json-invalid-1378.json;113;0;true
basicTypes.json-invalid-1379.json;78;0;true
basicTypes.json-invalid-138.json;64;0;true
basicTypes.json-invalid-1380.json;77;0;true
basicTypes.json-invalid-1381.json;136;0;true
basicTypes.json-invalid-1382.json;167;0;true
basicTypes.json-invalid-1383.json;72;0;true
basicTypes.json-invalid-1384.json;87;0;true
basicTypes.json-invalid-1385.json;58;0;true
basicTypes.json-invalid-1386.json;58;0;true
basicTypes.json-invalid-1387.json;63;0;true
basicTypes.json-invalid-1388.json;122;510;true
basicTypes.json-invalid-1389.json;118;0;true
basicTypes.json-invalid-139.json;83;0;true
basicTypes.json-invalid-1390.json;106;0;true
basicTypes.json-invalid-1391.json;127;0;true
basicTypes.json-invalid-1392.json;77;0;true
basicTypes.json-invalid-1393.json;128;0;true
basicTypes.json-invalid-1394.json;87;0;true
basicTypes.json-invalid-1395.json;69;0;true
basicTypes.json-invalid-1396.json;136;0;true
basicTypes.json-invalid-1397.json;261;0;true
basicTypes.json-invalid-1398.json;180;0;true
basicTypes.json-invalid-1399.json;58;0;true
basicTypes.json-invalid-14.json;71;514;true
basicTypes.json-invalid-140.json;78;0;true
basicTypes.json-invalid-1400.json;104;0;true
basicTypes.json-invalid-1401.json;107;0;true
basicTypes.json-invalid-1402.json;128;0;true
basicTypes.json-invalid-1403.json;102;0;true
basicTypes.json-invalid-1404.json;79;0;true
basicTypes.json-invalid-1405.json;125;0;true
basicTypes.json-invalid-1406.json;77;0;true
basicTypes.json-invalid-1407.json;91;0;true
basicTypes.json-invalid-1408.json;78;0;true
basicTypes.json-invalid-1409.json;77;0;true
basicTypes.json-invalid-141.json;67;0;true
basicTypes.json-invalid-1410.json;63;510;true
basicTypes.json-invalid-1411.json;71;0;true
basicTypes.json-invalid-1412.json;112;0;true
basicTypes.json-invalid-1413.json;124;0;true
basicTypes.json-invalid-1414.json;89;0;true
basicTypes.json-invalid-1415.json;62;0;true
basicTypes.json-invalid-1416.json;64;0;true
basicTypes.json-invalid-1417.json;78;0;true
basicTypes.json-invalid-1418.json;91;0;true
basicTypes.json-invalid-1419.json;84;0;true
basicTypes.json-invalid-142.json;89;0;true
basicTypes.json-invalid-1420.json;61;0;true
basicTypes.json-invalid-1421.json;58;0;true
basicTypes.json-invalid-1422.json;58;0;true
basicTypes.json-invalid-1423.json;60;0;true
basicTypes.json-invalid-1424.json;53;0;true
basicTypes.json-invalid-1425.json;86;0;true
basicTypes.json-invalid-1426.json;100;0;true
basicTypes.json-invalid-1427.json;117;0;true
basicTypes.json-invalid-1428.json;108;0;true
basicTypes.json-invalid-1429.json;76;0;true
